,dealer_up,player,move,outcome,dealer_outcome,dealer_bj,is_split,orig_hand,shuffle
33,9,12,hit,loss,stand,False,False,0,python
34,2,20,stand,push,draw,False,False,0,python
35,4,10,double,loss,draw,False,False,0,python
36,10,12,stand,loss,stand,True,False,0,python
37,5,19,stand,push,draw,False,False,0,python
38,6,11,double,win,bust,False,False,0,python
39,8,"[2, 2]",hit,win,bust,False,False,0,python
40,10,19,stand,loss,stand,False,False,0,python
41,8,17,stand,loss,stand,False,False,0,python
42,8,14,hit,loss,stand,False,False,0,python
43,A,19,stand,loss,draw,False,False,0,python
44,5,13,stand,loss,draw,False,False,0,python
45,3,15,stand,loss,draw,False,False,0,python
0,5,5,hit,win,draw,False,False,0,python
1,10,5,hit,push,stand,False,False,0,python
2,10,11,double,loss,draw,False,False,0,python
3,10,19,stand,win,stand,False,False,0,python
4,4,10,double,loss,draw,False,False,0,python
5,3,18,stand,win,bust,False,False,0,python
6,10,16,hit,loss,stand,False,False,0,python
7,9,21,stand,win,stand,False,False,0,python
8,3,21,stand,win,stand,False,False,0,python
9,10,"[4, 14]",hit,win,stand,False,False,0,python
10,8,14,hit,win,stand,False,False,0,python
11,10,"[4, 4]",hit,win,stand,False,False,0,python
12,8,18,stand,push,stand,False,False,0,python
13,2,"[10, 10]",stand,win,draw,False,False,0,python
14,10,15,hit,win,bust,False,False,0,python
15,2,13,stand,loss,draw,False,False,0,python
16,A,15,hit,loss,stand,False,False,0,python
17,5,13,stand,loss,draw,False,False,0,python
18,10,19,stand,win,bust,False,False,0,python
19,7,21,stand,win,stand,False,False,0,python
20,5,12,stand,win,bust,False,False,0,python
21,10,20,stand,win,bust,False,False,0,python
22,3,6,hit,win,bust,False,False,0,python
23,9,"[5, 5]",double,push,stand,False,False,0,python
24,A,21,stand,push,stand,True,False,0,python
25,9,12,hit,loss,stand,False,False,0,python
26,4,"[6, 16]",double,loss,draw,False,False,0,python
27,6,13,stand,loss,draw,False,False,0,python
28,5,15,stand,loss,draw,False,False,0,python
29,4,21,stand,win,stand,False,False,0,python
30,8,11,double,loss,stand,False,False,0,python
31,8,20,stand,loss,draw,False,False,0,python
32,10,16,hit,loss,stand,False,False,0,python
33,10,19,stand,loss,stand,False,False,0,python
34,10,19,stand,loss,stand,False,False,0,python
35,A,"[5, 15]",hit,loss,stand,False,False,0,python
36,8,8,hit,win,bust,False,False,0,python
37,6,21,stand,win,stand,False,False,0,python
38,6,14,stand,loss,draw,False,False,0,python
39,6,9,double,win,bust,False,False,0,python
40,6,12,stand,loss,draw,False,False,0,python
41,2,12,hit,win,draw,False,False,0,python
42,10,20,stand,push,stand,False,False,0,python
43,10,13,hit,loss,stand,False,False,0,python
44,8,16,hit,loss,stand,False,False,0,python
45,4,15,stand,win,bust,False,False,0,python
0,9,7,hit,push,stand,False,False,0,python
1,6,14,stand,loss,draw,False,False,0,python
2,4,9,double,loss,draw,False,True,"[7, 7]",python
3,4,12,stand,loss,draw,False,True,"[7, 7]",python
4,10,13,hit,loss,stand,False,False,0,python
5,5,14,stand,win,bust,False,False,0,python
6,10,16,hit,loss,stand,False,False,0,python
7,9,19,stand,win,draw,False,False,0,python
8,10,13,hit,loss,stand,False,False,0,python
9,7,19,stand,win,stand,False,False,0,python
10,4,12,stand,win,bust,False,False,0,python
11,7,14,hit,loss,stand,False,False,0,python
12,A,18,stand,loss,stand,False,False,0,python
13,6,18,stand,win,bust,False,False,0,python
14,A,11,hit,loss,stand,False,False,0,python
15,10,19,stand,loss,stand,False,False,0,python
16,3,13,stand,loss,draw,False,False,0,python
17,8,6,hit,loss,stand,False,False,0,python
18,A,15,hit,loss,stand,False,False,0,python
19,5,"[7, 17]",double,win,bust,False,False,0,python
20,10,19,stand,loss,stand,False,False,0,python
21,10,20,stand,push,stand,False,False,0,python
22,7,20,stand,win,bust,False,False,0,python
23,4,18,stand,win,draw,False,False,0,python
24,10,20,stand,win,stand,False,False,0,python
25,4,20,stand,win,bust,False,False,0,python
26,8,12,hit,loss,stand,False,False,0,python
27,2,14,stand,loss,draw,False,False,0,python
28,10,19,stand,loss,stand,False,False,0,python
29,A,11,hit,loss,stand,False,False,0,python
30,10,16,hit,win,bust,False,False,0,python
31,3,10,double,win,bust,False,False,0,python
32,8,14,hit,win,draw,False,False,0,python
33,8,7,hit,push,draw,False,False,0,python
34,A,19,stand,loss,draw,False,False,0,python
35,10,13,hit,loss,stand,False,False,0,python
36,8,20,stand,loss,draw,False,False,0,python
37,3,14,stand,win,bust,False,False,0,python
38,7,15,hit,loss,stand,False,False,0,python
39,4,16,stand,win,bust,False,False,0,python
40,10,15,hit,loss,draw,False,False,0,python
41,4,13,stand,loss,draw,False,False,0,python
42,6,13,stand,loss,draw,False,False,0,python
43,10,"[10, 10]",stand,win,bust,False,False,0,python
44,10,9,hit,win,bust,False,False,0,python
45,10,"[2, 2]",hit,win,draw,False,False,0,python
0,8,13,hit,loss,stand,False,False,0,python
1,6,17,stand,loss,draw,False,False,0,python
2,10,20,stand,push,stand,False,False,0,python
3,4,10,double,win,bust,False,False,0,python
4,6,9,double,win,bust,False,False,0,python
5,3,20,stand,win,draw,False,False,0,python
6,4,14,stand,win,bust,False,False,0,python
7,10,11,double,win,bust,False,False,0,python
8,7,20,stand,win,draw,False,False,0,python
9,8,15,hit,win,stand,False,False,0,python
10,5,17,stand,win,bust,False,False,0,python
11,10,17,stand,loss,stand,False,False,0,python
12,6,13,stand,loss,draw,False,False,0,python
13,2,7,hit,loss,draw,False,False,0,python
14,8,13,hit,win,bust,False,False,0,python
15,6,14,stand,loss,draw,False,False,0,python
16,2,17,stand,loss,draw,False,False,0,python
17,5,21,stand,win,stand,False,False,0,python
18,4,16,stand,win,bust,False,False,0,python
19,10,21,stand,win,stand,False,False,0,python
20,3,14,stand,win,bust,False,False,0,python
21,3,"[10, 10]",stand,win,draw,False,False,0,python
22,7,13,hit,win,bust,False,False,0,python
23,5,19,stand,loss,draw,False,False,0,python
24,5,12,stand,loss,draw,False,False,0,python
25,2,12,hit,loss,stand,False,False,0,python
26,8,8,hit,win,bust,False,False,0,python
27,A,21,stand,push,stand,True,False,0,python
28,3,11,double,push,draw,False,False,0,python
29,7,10,double,loss,stand,False,False,0,python
30,10,15,hit,loss,stand,False,False,0,python
31,4,11,double,loss,draw,False,False,0,python
32,4,15,stand,loss,draw,False,False,0,python
33,2,"[8, 18]",stand,win,bust,False,False,0,python
34,3,15,stand,win,bust,False,False,0,python
35,3,18,stand,win,bust,False,False,0,python
36,6,12,stand,loss,draw,False,False,0,python
37,6,21,stand,win,stand,False,False,0,python
38,7,20,stand,win,bust,False,False,0,python
39,10,20,stand,push,stand,False,False,0,python
40,9,7,hit,loss,stand,False,False,0,python
41,9,13,hit,win,bust,False,False,0,python
42,5,15,stand,win,bust,False,False,0,python
0,10,9,hit,win,stand,False,False,0,python
1,9,"[3, 3]",hit,loss,stand,False,False,0,python
2,4,15,stand,win,bust,False,False,0,python
3,8,17,stand,win,bust,False,False,0,python
4,5,18,stand,loss,draw,False,False,0,python
5,A,19,stand,loss,draw,False,False,0,python
6,10,8,hit,loss,stand,False,False,0,python
7,10,21,stand,win,stand,False,False,0,python
8,6,18,stand,loss,draw,False,False,0,python
9,7,19,stand,win,bust,False,False,0,python
10,A,12,hit,loss,stand,False,False,0,python
11,5,8,hit,win,bust,False,True,"[3, 3]",python
12,5,13,stand,win,bust,False,True,"[3, 3]",python
13,5,13,stand,win,bust,False,True,"[3, 3]",python
14,2,6,hit,win,bust,False,False,0,python
15,8,8,hit,loss,stand,False,False,0,python
16,8,15,hit,loss,stand,False,False,0,python
17,2,18,stand,win,bust,False,False,0,python
18,10,"[6, 16]",hit,push,stand,False,False,0,python
19,2,16,stand,loss,draw,False,False,0,python
20,A,"[8, 18]",stand,loss,stand,True,False,0,python
21,A,12,hit,push,stand,False,False,0,python
22,5,15,stand,loss,draw,False,False,0,python
23,4,13,stand,win,bust,False,True,"[3, 3]",python
24,4,5,hit,win,bust,False,True,"[3, 3]",python
25,2,13,stand,win,bust,False,False,0,python
26,9,"[10, 10]",stand,win,stand,False,False,0,python
27,7,15,hit,loss,stand,False,False,0,python
28,8,14,hit,loss,stand,False,False,0,python
29,10,13,hit,loss,stand,False,False,0,python
30,6,17,stand,win,bust,False,False,0,python
31,A,20,stand,win,bust,False,False,0,python
32,8,14,hit,loss,stand,False,False,0,python
33,10,21,stand,win,stand,False,False,0,python
34,A,12,stand,loss,stand,True,False,0,python
35,9,13,hit,loss,stand,False,False,0,python
36,3,12,hit,loss,stand,False,False,0,python
37,3,13,stand,loss,draw,False,False,0,python
38,4,12,stand,win,bust,False,False,0,python
39,A,14,hit,loss,stand,False,False,0,python
40,7,18,stand,win,stand,False,False,0,python
41,8,8,hit,win,stand,False,False,0,python
42,10,20,stand,push,stand,False,False,0,python
43,10,9,hit,win,draw,False,False,0,python
44,5,20,stand,win,draw,False,False,0,python
45,10,13,hit,loss,stand,False,False,0,python
46,10,15,hit,push,stand,False,False,0,python
0,5,10,double,loss,draw,False,False,0,python
1,A,17,stand,loss,stand,False,False,0,python
2,10,9,stand,loss,stand,True,False,0,python
3,10,18,stand,loss,stand,False,False,0,python
4,10,"[3, 13]",hit,loss,stand,False,False,0,python
5,A,16,hit,win,stand,False,False,0,python
6,10,6,hit,loss,stand,False,False,0,python
7,8,14,hit,loss,stand,False,False,0,python
8,7,13,hit,loss,stand,False,False,0,python
9,10,18,stand,win,bust,False,False,0,python
10,7,"[3, 13]",hit,win,bust,False,True,"[2, 2]",python
11,7,10,double,win,bust,False,True,"[2, 2]",python
12,A,15,hit,loss,stand,False,False,0,python
13,6,20,stand,win,draw,False,False,0,python
14,10,8,hit,win,stand,False,False,0,python
15,5,14,stand,loss,draw,False,False,0,python
16,A,14,hit,loss,stand,False,False,0,python
17,6,10,double,win,bust,False,False,0,python
18,10,17,stand,loss,draw,False,False,0,python
19,4,14,stand,loss,draw,False,False,0,python
20,9,19,stand,push,stand,False,False,0,python
21,2,13,stand,loss,draw,False,False,0,python
22,6,12,stand,win,bust,False,True,"[3, 3]",python
23,6,8,hit,win,bust,False,True,"[3, 3]",python
24,10,15,hit,loss,stand,False,False,0,python
25,4,13,stand,win,bust,False,False,0,python
26,10,16,hit,loss,stand,False,False,0,python
27,10,13,hit,win,draw,False,False,0,python
28,10,18,stand,win,draw,False,False,0,python
29,10,17,stand,loss,stand,False,False,0,python
30,7,16,hit,win,stand,False,False,0,python
31,3,8,hit,win,draw,False,False,0,python
32,7,13,hit,loss,stand,False,False,0,python
33,5,21,stand,win,stand,False,False,0,python
34,2,12,hit,loss,draw,False,False,0,python
35,6,18,stand,win,bust,False,False,0,python
36,10,13,stand,loss,stand,True,False,0,python
37,7,15,hit,loss,stand,False,False,0,python
38,5,13,stand,loss,draw,False,False,0,python
39,9,12,hit,loss,stand,False,False,0,python
40,5,15,stand,win,bust,False,False,0,python
41,5,11,double,win,bust,False,False,0,python
42,8,13,hit,loss,stand,False,False,0,python
43,4,21,stand,win,stand,False,False,0,python
44,5,"[5, 15]",double,win,bust,False,False,0,python
45,4,19,stand,win,bust,False,False,0,python
46,3,7,hit,loss,draw,False,False,0,python
0,10,13,hit,loss,stand,False,False,0,python
1,10,"[7, 7]",hit,loss,stand,False,False,0,python
2,A,17,stand,loss,stand,True,False,0,python
3,10,18,stand,loss,stand,True,False,0,python
4,2,"[5, 15]",hit,loss,draw,False,False,0,python
5,2,14,stand,loss,draw,False,False,0,python
6,5,9,double,loss,draw,False,False,0,python
7,7,14,hit,win,bust,False,False,0,python
8,8,14,hit,loss,stand,False,False,0,python
9,4,15,stand,loss,draw,False,False,0,python
10,3,"[5, 5]",double,win,bust,False,False,0,python
11,7,10,double,loss,draw,False,False,0,python
12,10,15,hit,loss,stand,False,False,0,python
13,10,14,hit,loss,stand,False,False,0,python
14,2,13,stand,loss,draw,False,False,0,python
15,10,20,stand,win,stand,False,False,0,python
16,6,13,stand,loss,draw,False,False,0,python
17,2,15,stand,win,bust,False,False,0,python
18,7,"[3, 13]",hit,win,draw,False,False,0,python
19,10,20,stand,win,draw,False,False,0,python
20,3,19,stand,loss,draw,False,False,0,python
21,10,"[6, 16]",hit,loss,stand,False,False,0,python
22,10,19,stand,loss,stand,True,False,0,python
23,10,18,stand,loss,stand,False,False,0,python
24,A,10,hit,win,bust,False,False,0,python
25,2,"[8, 18]",stand,loss,draw,False,False,0,python
26,6,15,stand,loss,draw,False,False,0,python
27,9,9,hit,loss,stand,False,False,0,python
28,6,21,stand,win,stand,False,False,0,python
29,9,"[5, 15]",hit,loss,stand,False,False,0,python
30,7,20,stand,win,stand,False,False,0,python
31,9,"[7, 17]",hit,loss,stand,False,False,0,python
32,9,15,hit,loss,stand,False,False,0,python
33,3,14,stand,loss,draw,False,False,0,python
34,2,18,stand,loss,draw,False,False,0,python
35,7,10,double,win,bust,False,True,"[3, 3]",python
36,7,7,hit,loss,bust,False,True,"[3, 3]",python
37,2,17,stand,push,draw,False,False,0,python
38,10,16,hit,loss,stand,False,False,0,python
39,7,14,hit,win,stand,False,False,0,python
40,10,20,stand,win,bust,False,False,0,python
41,10,"[4, 14]",hit,push,draw,False,False,0,python
42,A,14,stand,loss,stand,True,False,0,python
43,6,12,stand,win,bust,False,False,0,python
44,4,20,stand,win,draw,False,False,0,python
0,10,12,stand,loss,stand,True,False,0,python
1,5,14,stand,loss,draw,False,False,0,python
2,10,13,hit,win,bust,False,False,0,python
3,10,15,hit,loss,stand,False,False,0,python
4,3,18,stand,loss,draw,False,False,0,python
5,5,19,stand,push,draw,False,False,0,python
6,4,20,stand,win,bust,False,False,0,python
7,9,"[5, 15]",hit,loss,stand,False,False,0,python
8,3,"[5, 15]",hit,win,bust,False,False,0,python
9,7,15,hit,loss,stand,False,True,"[7, 7]",python
10,7,10,double,win,stand,False,True,"[7, 7]",python
11,7,9,hit,win,stand,False,True,"[7, 7]",python
12,A,20,stand,loss,stand,True,False,0,python
13,7,13,hit,win,bust,False,False,0,python
14,6,17,stand,win,bust,False,False,0,python
15,10,17,stand,loss,stand,False,False,0,python
16,10,10,hit,loss,stand,False,False,0,python
17,5,13,stand,loss,draw,False,False,0,python
18,8,19,stand,win,stand,False,False,0,python
19,9,20,stand,win,stand,False,False,0,python
20,A,11,stand,loss,stand,True,False,0,python
21,7,20,stand,win,bust,False,False,0,python
22,3,18,stand,win,bust,False,False,0,python
23,10,"[6, 16]",hit,win,stand,False,False,0,python
24,10,13,hit,loss,stand,False,False,0,python
25,3,20,stand,win,bust,False,False,0,python
26,8,19,stand,win,stand,False,False,0,python
27,10,"[7, 17]",hit,win,stand,False,False,0,python
28,4,20,stand,win,bust,False,False,0,python
29,10,14,hit,loss,stand,False,False,0,python
30,2,13,stand,loss,draw,False,False,0,python
31,2,9,hit,win,bust,False,False,0,python
32,A,20,stand,win,draw,False,False,0,python
33,7,14,hit,loss,stand,False,False,0,python
34,5,12,stand,loss,draw,False,False,0,python
35,2,13,stand,loss,draw,False,False,0,python
36,6,"[6, 16]",double,loss,draw,False,False,0,python
37,5,20,stand,win,bust,False,False,0,python
38,4,18,stand,win,bust,False,False,0,python
39,6,12,stand,win,bust,False,False,0,python
40,6,12,stand,win,bust,False,False,0,python
41,7,6,hit,loss,draw,False,False,0,python
42,10,9,hit,push,draw,False,False,0,python
43,7,14,hit,win,stand,False,False,0,python
44,7,15,hit,loss,draw,False,False,0,python
45,10,19,stand,push,stand,False,False,0,python
46,7,"[10, 10]",stand,win,draw,False,False,0,python
0,8,15,hit,win,stand,False,False,0,python
1,10,15,stand,loss,stand,True,False,0,python
2,9,16,hit,win,stand,False,False,0,python
3,2,9,hit,win,bust,False,False,0,python
4,10,8,hit,loss,stand,False,False,0,python
5,8,17,stand,win,bust,False,False,0,python
6,3,13,stand,loss,draw,False,False,0,python
7,3,16,stand,loss,draw,False,False,0,python
8,9,16,hit,win,draw,False,False,0,python
9,A,15,hit,loss,stand,False,False,0,python
10,7,11,double,loss,stand,False,False,0,python
11,2,13,stand,win,bust,False,False,0,python
12,2,15,stand,loss,draw,False,False,0,python
13,9,15,hit,win,bust,False,False,0,python
14,10,13,hit,loss,stand,False,False,0,python
15,6,20,stand,win,stand,False,False,0,python
16,4,20,stand,win,draw,False,False,0,python
17,4,20,stand,loss,draw,False,False,0,python
18,5,9,double,win,draw,False,False,0,python
19,10,13,hit,loss,stand,False,False,0,python
20,10,11,double,loss,stand,False,False,0,python
21,9,21,stand,win,stand,False,False,0,python
22,6,16,stand,loss,draw,False,False,0,python
23,4,8,hit,push,draw,False,False,0,python
24,2,19,stand,loss,draw,False,False,0,python
25,10,"[6, 16]",stand,loss,stand,True,False,0,python
26,7,11,double,win,draw,False,False,0,python
27,9,6,hit,win,bust,False,False,0,python
28,6,12,stand,loss,draw,False,False,0,python
29,7,20,stand,win,stand,False,False,0,python
30,8,10,double,win,bust,False,False,0,python
31,10,17,stand,loss,stand,False,False,0,python
32,10,14,stand,loss,stand,True,False,0,python
33,2,6,hit,win,bust,False,False,0,python
34,A,17,stand,push,draw,False,False,0,python
35,5,17,stand,loss,draw,False,False,0,python
36,4,17,stand,win,bust,False,True,"[7, 7]",python
37,4,16,stand,win,bust,False,True,"[7, 7]",python
38,3,18,stand,loss,draw,False,False,0,python
39,5,21,stand,win,stand,False,False,0,python
40,10,18,stand,loss,stand,False,False,0,python
41,10,16,hit,win,bust,False,False,0,python
42,3,"[5, 15]",hit,win,bust,False,False,0,python
43,10,19,stand,win,bust,False,False,0,python
44,8,"[3, 13]",hit,win,stand,False,False,0,python
45,4,15,stand,loss,draw,False,False,0,python
0,8,15,hit,loss,stand,False,False,0,python
1,10,"[9, 9]",hit,win,bust,False,False,0,python
2,8,14,hit,win,stand,False,False,0,python
3,A,15,hit,loss,stand,False,False,0,python
4,9,12,hit,loss,stand,False,False,0,python
5,3,13,stand,win,bust,False,False,0,python
6,2,19,stand,win,draw,False,False,0,python
7,6,"[4, 14]",double,loss,stand,False,False,0,python
8,4,14,stand,loss,draw,False,False,0,python
9,3,"[6, 16]",hit,loss,draw,False,False,0,python
10,3,8,hit,win,bust,False,False,0,python
11,A,12,hit,loss,stand,False,False,0,python
12,10,13,hit,loss,stand,False,False,0,python
13,7,"[7, 17]",hit,win,draw,False,False,0,python
14,3,11,double,win,bust,False,False,0,python
15,5,12,stand,loss,draw,False,False,0,python
16,6,19,stand,win,bust,False,False,0,python
17,10,12,hit,win,draw,False,False,0,python
18,10,18,stand,push,stand,False,False,0,python
19,7,15,hit,loss,stand,False,False,0,python
20,10,5,hit,loss,stand,False,False,0,python
21,8,17,stand,loss,stand,False,False,0,python
22,10,20,stand,loss,draw,False,False,0,python
23,8,21,stand,win,stand,False,False,0,python
24,2,19,stand,win,draw,False,False,0,python
25,A,7,hit,loss,stand,False,False,0,python
26,10,6,hit,loss,stand,False,False,0,python
27,2,20,stand,win,draw,False,False,0,python
28,10,14,hit,push,stand,False,False,0,python
29,10,17,stand,loss,stand,False,False,0,python
30,9,17,stand,loss,stand,False,False,0,python
31,3,15,stand,loss,draw,False,False,0,python
32,A,12,stand,loss,stand,True,False,0,python
33,10,12,hit,loss,stand,False,False,0,python
34,7,17,stand,push,draw,False,False,0,python
35,4,9,double,win,bust,False,False,0,python
36,3,6,hit,loss,draw,False,False,0,python
37,10,15,hit,loss,stand,False,False,0,python
38,10,5,stand,loss,stand,True,False,0,python
39,10,18,stand,loss,stand,False,False,0,python
40,10,12,hit,loss,stand,False,False,0,python
41,8,12,hit,win,stand,False,False,0,python
42,9,20,stand,push,stand,False,False,0,python
43,3,18,stand,loss,draw,False,False,0,python
44,10,16,hit,loss,stand,False,False,0,python
0,8,6,hit,win,bust,False,False,0,python
1,10,"[9, 9]",hit,loss,stand,False,False,0,python
2,7,16,hit,loss,stand,False,False,0,python
3,10,19,stand,win,stand,False,False,0,python
4,6,13,stand,loss,stand,False,False,0,python
5,A,"[6, 16]",hit,win,bust,False,False,0,python
6,4,21,stand,win,stand,False,False,0,python
7,4,15,stand,loss,draw,False,False,0,python
8,5,19,stand,win,draw,False,False,0,python
9,9,12,hit,loss,stand,False,False,0,python
10,3,14,stand,win,bust,False,False,0,python
11,7,15,hit,win,stand,False,False,0,python
12,10,11,double,loss,stand,False,False,0,python
13,10,19,stand,loss,stand,True,False,0,python
14,A,16,hit,loss,draw,False,False,0,python
15,5,9,double,win,bust,False,False,0,python
16,6,20,stand,win,draw,False,False,0,python
17,7,"[5, 15]",hit,win,draw,False,False,0,python
18,2,16,stand,loss,draw,False,False,0,python
19,3,"[10, 10]",stand,push,draw,False,False,0,python
20,2,14,stand,loss,draw,False,False,0,python
21,8,15,hit,loss,stand,False,False,0,python
22,4,20,stand,win,bust,False,False,0,python
23,10,14,hit,push,draw,False,False,0,python
24,2,12,hit,push,draw,False,False,0,python
25,10,19,stand,push,draw,False,False,0,python
26,10,20,stand,loss,stand,True,False,0,python
27,10,10,hit,push,stand,False,False,0,python
28,10,"[3, 3]",hit,loss,stand,False,False,0,python
29,8,15,hit,loss,stand,False,False,0,python
30,10,12,stand,loss,stand,True,False,0,python
31,10,15,hit,win,stand,False,False,0,python
32,2,12,hit,loss,stand,False,False,0,python
33,10,17,stand,loss,stand,False,False,0,python
34,4,18,stand,push,draw,False,False,0,python
35,3,"[10, 10]",stand,win,bust,False,False,0,python
36,3,21,stand,win,stand,False,False,0,python
37,6,19,stand,win,bust,False,False,0,python
38,8,"[10, 10]",stand,win,bust,False,False,0,python
39,9,14,hit,loss,stand,False,False,0,python
40,7,7,hit,loss,draw,False,False,0,python
41,7,14,hit,loss,stand,False,False,0,python
42,7,17,stand,win,bust,False,False,0,python
43,10,9,hit,loss,stand,False,False,0,python
0,6,"[7, 17]",double,win,bust,False,False,0,python
1,3,12,hit,win,bust,False,False,0,python
2,6,16,stand,win,bust,False,False,0,python
3,7,17,stand,loss,draw,False,False,0,python
4,10,11,double,push,draw,False,False,0,python
5,5,15,stand,loss,draw,False,False,0,python
6,10,20,stand,win,draw,False,False,0,python
7,6,21,stand,win,stand,False,False,0,python
8,10,14,hit,loss,draw,False,False,0,python
9,5,18,stand,loss,draw,False,False,0,python
10,10,7,hit,loss,stand,False,False,0,python
11,10,20,stand,push,stand,False,False,0,python
12,4,15,stand,win,bust,False,False,0,python
13,6,13,stand,win,bust,False,False,0,python
14,10,"[5, 15]",hit,loss,stand,False,False,0,python
15,6,15,stand,loss,draw,False,False,0,python
16,8,12,hit,loss,stand,False,False,0,python
17,3,20,stand,win,draw,False,False,0,python
18,2,17,stand,loss,draw,False,False,0,python
19,7,21,stand,win,stand,False,False,0,python
20,7,15,hit,loss,stand,False,False,0,python
21,9,14,hit,loss,stand,False,False,0,python
22,8,14,hit,win,stand,False,False,0,python
23,3,14,stand,loss,draw,False,False,0,python
24,A,14,hit,loss,stand,False,False,0,python
25,3,14,stand,loss,draw,False,False,0,python
26,10,13,hit,loss,stand,False,False,0,python
27,A,12,hit,loss,stand,False,False,0,python
28,7,20,stand,win,bust,False,False,0,python
29,2,15,stand,loss,draw,False,False,0,python
30,10,21,stand,win,stand,False,False,0,python
31,9,20,stand,win,bust,False,False,0,python
32,10,14,hit,loss,stand,False,False,0,python
33,10,13,hit,loss,stand,False,False,0,python
34,10,11,double,win,draw,False,False,0,python
35,10,"[3, 13]",hit,loss,stand,False,False,0,python
36,9,20,stand,loss,draw,False,False,0,python
37,10,15,hit,loss,stand,False,False,0,python
38,10,12,hit,loss,stand,False,False,0,python
39,9,11,double,win,bust,False,False,0,python
40,9,20,stand,win,stand,False,False,0,python
41,A,21,stand,win,stand,False,False,0,python
42,5,6,hit,win,draw,False,False,0,python
43,A,"[10, 10]",stand,loss,stand,True,False,0,python
44,6,18,stand,loss,draw,False,False,0,python
0,A,"[3, 13]",stand,loss,stand,True,False,0,python
1,8,20,stand,win,draw,False,False,0,python
2,10,"[8, 18]",hit,win,bust,False,False,0,python
3,8,"[8, 18]",stand,win,bust,False,False,0,python
4,10,9,hit,push,stand,False,False,0,python
5,10,13,hit,loss,stand,False,False,0,python
6,2,"[5, 15]",hit,win,draw,False,False,0,python
7,10,17,stand,loss,stand,False,False,0,python
8,8,"[10, 10]",stand,win,stand,False,False,0,python
9,7,20,stand,win,stand,False,False,0,python
10,7,14,hit,loss,stand,False,False,0,python
11,10,17,stand,win,bust,False,False,0,python
12,10,16,hit,loss,stand,False,False,0,python
13,5,17,stand,push,draw,False,False,0,python
14,10,18,stand,win,bust,False,False,0,python
15,10,20,stand,win,stand,False,False,0,python
16,2,20,stand,win,bust,False,False,0,python
17,4,9,double,push,draw,False,False,0,python
18,3,12,hit,loss,draw,False,False,0,python
19,2,20,stand,win,draw,False,False,0,python
20,7,16,hit,loss,stand,False,False,0,python
21,6,21,stand,win,stand,False,False,0,python
22,6,10,double,loss,draw,False,False,0,python
23,10,10,hit,push,stand,False,False,0,python
24,9,13,hit,loss,stand,False,False,0,python
25,2,13,stand,loss,draw,False,False,0,python
26,10,12,hit,loss,stand,False,False,0,python
27,7,17,stand,loss,stand,False,False,0,python
28,9,"[8, 18]",hit,win,bust,False,False,0,python
29,10,12,hit,loss,stand,False,False,0,python
30,3,6,hit,loss,draw,False,False,0,python
31,3,"[7, 17]",double,win,bust,False,False,0,python
32,5,15,stand,loss,draw,False,False,0,python
33,9,16,hit,loss,stand,False,False,0,python
34,9,5,hit,loss,stand,False,False,0,python
35,5,15,stand,loss,draw,False,False,0,python
36,10,17,stand,loss,stand,False,False,0,python
37,10,7,hit,win,stand,False,False,0,python
38,10,9,hit,win,draw,False,False,0,python
39,5,14,stand,win,bust,False,False,0,python
40,7,19,stand,loss,draw,False,False,0,python
41,5,7,hit,win,bust,False,False,0,python
42,10,13,hit,loss,stand,False,False,0,python
43,2,17,stand,loss,draw,False,False,0,python
0,3,20,stand,win,bust,False,False,0,python
1,10,13,hit,loss,stand,False,False,0,python
2,8,6,hit,loss,draw,False,False,0,python
3,3,16,stand,win,bust,False,False,0,python
4,3,19,stand,win,draw,False,False,0,python
5,4,20,stand,push,draw,False,False,0,python
6,8,10,double,loss,stand,False,False,0,python
7,10,"[7, 17]",stand,loss,stand,True,False,0,python
8,3,"[6, 16]",hit,win,bust,False,False,0,python
9,2,16,stand,loss,draw,False,False,0,python
10,10,11,double,win,stand,False,False,0,python
11,9,13,hit,loss,stand,False,False,0,python
12,3,5,hit,win,draw,False,False,0,python
13,10,5,hit,loss,stand,False,False,0,python
14,7,7,hit,push,stand,False,False,0,python
15,2,8,hit,win,bust,False,False,0,python
16,A,9,stand,loss,stand,True,False,0,python
17,3,12,hit,loss,bust,False,True,"[2, 2]",python
18,3,10,double,win,bust,False,True,"[2, 2]",python
19,7,11,double,win,stand,False,False,0,python
20,10,"[10, 10]",stand,win,stand,False,False,0,python
21,9,"[2, 2]",hit,loss,stand,False,False,0,python
22,2,8,hit,loss,draw,False,False,0,python
23,10,"[7, 17]",hit,loss,draw,False,False,0,python
24,10,15,hit,loss,stand,False,False,0,python
25,6,21,stand,win,stand,False,False,0,python
26,5,20,stand,win,bust,False,False,0,python
27,3,13,stand,loss,draw,False,False,0,python
28,9,14,hit,win,stand,False,False,0,python
29,10,15,hit,loss,stand,False,False,0,python
30,7,9,hit,win,draw,False,False,0,python
31,A,20,stand,loss,stand,True,False,0,python
32,4,12,stand,loss,draw,False,False,0,python
33,10,17,stand,loss,stand,False,False,0,python
34,8,18,stand,win,bust,False,False,0,python
35,8,12,hit,loss,stand,False,False,0,python
36,5,15,stand,loss,draw,False,False,0,python
37,9,9,hit,win,draw,False,False,0,python
38,10,20,stand,win,stand,False,False,0,python
39,2,15,stand,loss,draw,False,False,0,python
40,6,19,stand,loss,draw,False,False,0,python
